SUBSCRIPTION_NAME,SUBSCRIPTION_ID, RESOURCE_GROUP_NAME,RESOURCE_NAME,RESOURCE_TYPE,TAGS
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,cloud-shell-storage-westeurope,csb10032001a9719ac5,Microsoft.Storage/storageAccounts,ms-resource-usage=azure-cloud-shell;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-NCUS,DefaultWorkspace-561c5e92-2242-43e2-9ba2-adf418590a19-NCUS,Microsoft.OperationalInsights/workspaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-NCUS,SecurityCenterFree(DefaultWorkspace-561c5e92-2242-43e2-9ba2-adf418590a19-NCUS),Microsoft.OperationsManagement/solutions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-CIN,VSI-WVD,microsoft.insights/actiongroups,Created On=06/212021;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-CIN,DefaultWorkspace-561c5e92-2242-43e2-9ba2-adf418590a19-CIN,Microsoft.OperationalInsights/workspaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-CIN,SecurityCenterFree(DefaultWorkspace-561c5e92-2242-43e2-9ba2-adf418590a19-CIN),Microsoft.OperationsManagement/solutions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,veeam-auto-75006ffe-d5e8-4954-b269-df73e7358cc2,veeam-auto-81e6f886-4538-4e63-a482-de7cf223c5a0,Microsoft.Network/virtualNetworks,VeeamAutoResource=;VeeamAutoSubnet=veeam-auto-0a0c2b22-b923-4fad-959c-539d63d27e55;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-EUS2,DefaultWorkspace-561c5e92-2242-43e2-9ba2-adf418590a19-EUS2,Microsoft.OperationalInsights/workspaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-EUS2,SecurityCenterFree(DefaultWorkspace-561c5e92-2242-43e2-9ba2-adf418590a19-EUS2),Microsoft.OperationsManagement/solutions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,VSI-PRD-PR01,Microsoft.Compute/virtualMachines,Server=application;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,VSI-PRD-PR01/OmsAgentForLinux,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,VSI-PRD-PR01/VMSnapshotLinux,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,VSI-PRD-PR02,Microsoft.Compute/virtualMachines,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,VSI-PRD-PR02/OmsAgentForLinux,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,VSI-PRD-PR02/VMSnapshotLinux,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,EUS-AGW-PHISHROD-PRD,Microsoft.Network/applicationGateways,Created On=11/25/2021;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,WAF-PHISHROD-PRD,Microsoft.Network/applicationGatewayWebApplicationFirewallPolicies,Created On=11/25/2021;Owner=Hameed Ullah;Project Name=PHISHROD;Encironment =PRD;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,vsi-prd-pr01netinterface,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,vsi-prd-pr02netinterface,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,PHISHROD-NSG,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,vsi-prd-pr01netsecuritygroup,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,vsi-prd-pr02netsecuritygroup,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,EUS-PIP-PhishrodAGW-PRD,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,vsi-prd-pr01ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,vsi-prd-pr02ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,PHISHROD-VNet,Microsoft.Network/virtualNetworks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,EUS-Log-PHISHROD-PRD,Microsoft.OperationalInsights/workspaces,Owner=Hameed Ullah;Created on =11-30-2021;Project=PhishRod;company =SL;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,PHISHROD-Backup,Microsoft.RecoveryServices/vaults,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,PHISHROD-RG,phishrodstorage,Microsoft.Storage/storageAccounts,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-CUS,DefaultWorkspace-561c5e92-2242-43e2-9ba2-adf418590a19-CUS,Microsoft.OperationalInsights/workspaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,DefaultResourceGroup-CUS,SecurityCenterFree(DefaultWorkspace-561c5e92-2242-43e2-9ba2-adf418590a19-CUS),Microsoft.OperationsManagement/solutions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec01_OsDisk_1_8e2d390f51eb42d896d5c63e5c745a15,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec02_OsDisk_1_11e4ef928b424d8ba073709261904dd6,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,infosec03_OsDisk_1_d3a9160aec654d50a76885df99f0b3af,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec01,Microsoft.Compute/virtualMachines,Owner=Infosec;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec01/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec02,Microsoft.Compute/virtualMachines,Owner=Infosec;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec02/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,infosec03,Microsoft.Compute/virtualMachines,Owner=Infosec;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,infosec03/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,infosec01338,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,infosec02109,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,infosec03736,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec01-nsg,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec02-nsg,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,infosec03-nsg,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec01-ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Infosec02-ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,infosec03-ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Information_Security,Information_Security-vnet,Microsoft.Network/virtualNetworks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,Group-VSI-AZ-ME-VSI-AZ-ME-Migrated,Group-VSI-AZ-ME-VSI-AZ-ME,Microsoft.Network/virtualNetworks,OriginalClassicStackName=Group VSI-AZ-ME VSI-AZ-ME;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazme5020-Migrated,vsiazme5020,Microsoft.Storage/storageAccounts,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,RG-VAult-VSI-LRS,Vault-VSI-LRS,Microsoft.RecoveryServices/vaults,created On=8/21/2020;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,RG-Snapshot,AutoBot1-OS-Disk,Microsoft.Compute/snapshots,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,RG-Snapshot,AutoBot-OS-Disk,Microsoft.Compute/snapshots,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-MEPN,VSI-AZ-MEPN_OsDisk_1_fd9f4d1a487a48b9ad0c9d2e459ae957,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-MEPN,vsi-az-mepn31,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-MEPN,VSI-AZ-MEPN-nsg,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-MEPN,VSI-AZ-MEPN-ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-MEPN,VSI-AZ-MEPN-vnet,Microsoft.Network/virtualNetworks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-MEPN,arm,Microsoft.Web/connections,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-MEPN,office365,Microsoft.Web/connections,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,RG-VSI-Networking,VSI-Atlassian01-NSG,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,RG-VSI-Networking,VSI-AZ-HDP-NSG,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,cranburry-local-connection,Microsoft.Network/connections,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,SL-Local-Connection,Microsoft.Network/connections,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,USDC-local-connection,Microsoft.Network/connections,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,D96BDEE3_VSI_Local,Microsoft.Network/localNetworkGateways,OriginalClassicStackName=D96BDEE3_VSI_Local;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,SL-Local,Microsoft.Network/localNetworkGateways,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,USDC-VSI-Local,Microsoft.Network/localNetworkGateways,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,fc67446e-eaee-4519-a8fd-8490855fc675-PrimaryVirtualIP,Microsoft.Network/publicIPAddresses,OriginalClassicStackName=vsiazurevpn-Default-Gateway_PublicIP_1;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,vsiazurevpn-Default-Gateway-ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,vsiazurevpn-Vpn-Gateway-ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,vsiazurevpn-Vpn-Gateway-pip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,vsiazurevpn-Vpn-Gateway,Microsoft.Network/virtualNetworkGateways,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,vsiazurevpn-Migrated,vsiazurevpn,Microsoft.Network/virtualNetworks,OriginalClassicStackName=vsiazurevpn;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-0-DataDisk-Backup,Microsoft.Compute/disks,Purpose=Data Migration;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-1-DataDisk-Backup,Microsoft.Compute/disks,Purpose=Data Migration;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-OSdisk-Backup,Microsoft.Compute/disks,Purpose=Data Migration;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-VSI-Atlassian01-0-2021022121354_6d98e68970f7482986249161a171368d,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-VSI-Atlassian01-1-2021022121354_61f4f6618d794ff6844a92179077d18d,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01_vsiatlassian01-osdisk-20210221-_49285a3b15ef4a448c4e2a0b7fd225a4,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,vsiatlassian01-datadisk-000-20210930-160435,Microsoft.Compute/disks,RSVaultBackup=de334320-fbc3-4aeb-82f8-69f2aac94677;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,vsiatlassian01-datadisk-001-20210930-160435,Microsoft.Compute/disks,RSVaultBackup=de334320-fbc3-4aeb-82f8-69f2aac94677;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,vsiatlassian01-osdisk-20210930-160435,Microsoft.Compute/disks,RSVaultBackup=de334320-fbc3-4aeb-82f8-69f2aac94677;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-VSI-Atlassian01-0_DataDisk_Snapshot,Microsoft.Compute/snapshots,Purpose=Data Migration;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-VSI-Atlassian01-1_DataDIsk_snapshot,Microsoft.Compute/snapshots,Purpose=Data Migration;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01_OSDISK_Snapshot,Microsoft.Compute/snapshots,PurPose=Data Migration;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01,Microsoft.Compute/virtualMachines,Owner=Norman/Irfan Ejaz;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01/IaaSDiagnostics,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01/Microsoft.Compute.VMAccessAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01,Microsoft.KeyVault/vaults,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-PrimaryNic,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-instanceIp1,Microsoft.Network/publicIPAddresses,OriginalClassicStackName=instanceIp1;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-LB-IP,Microsoft.Network/publicIPAddresses,OriginalClassicStackName=VSI-Atlassian01ContractContract;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,VSI-Atlassian01-PrimaryVirtualIP,Microsoft.Network/publicIPAddresses,OriginalClassicStackName=VSI-Atlassian01ContractContract;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-Atlassian01-Migrated,vsibootdiagnostics,Microsoft.Storage/storageAccounts,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP8613_ad76d63e6ea2499cb353a481d196cae9,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP-VSI-AZ-HDP-1-202008130057230655_86aa1f97116546e0970aa43fe74f711f,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP,Microsoft.Compute/virtualMachines,Owner=Norman/Irfan Ejaz;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP/AzureNetworkWatcherExtension,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP/IaaSDiagnostics,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP/Microsoft.Compute.VMAccessAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP,Microsoft.KeyVault/vaults,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP-PrimaryNic,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP-instanceIp1,Microsoft.Network/publicIPAddresses,OriginalClassicStackName=instanceIp1;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP-LB-IP,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VSI-AZ-HDP-Migrated,VSI-AZ-HDP-PrimaryVirtualIP,Microsoft.Network/publicIPAddresses,OriginalClassicStackName=VSI-AZ-HDPContractContract;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AzureBackupRG_eastus_1,AzureBackup_VSI-Atlassian01_932262716849219733,Microsoft.Compute/restorePointCollections,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AzureBackupRG_eastus_1,AzureBackup_VSI-Atlassian02_932262715143833717,Microsoft.Compute/restorePointCollections,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AzureBackupRG_eastus_1,AzureBackup_VSI-AZ-HDP_932262716748149593,Microsoft.Compute/restorePointCollections,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,AZ-UAT-HD_OsDisk_1_771cc077663f48cfb016ac1cd0fc2163,Microsoft.Compute/disks,AZ-UAT-HD=az-uat-hd;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,Temp,Microsoft.Compute/galleries,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,Temp/Temp-HD,Microsoft.Compute/galleries/images,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,AZ-UAT-HD,Microsoft.Compute/virtualMachines,AZ-UAT-HD=az-uat-hd;Owner=Irfan Ejaz;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,AZ-UAT-HD/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,az-uat-hd312,Microsoft.Network/networkInterfaces,AZ-UAT-HD=az-uat-hd;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,AZ-UAT-HD-nsg,Microsoft.Network/networkSecurityGroups,AZ-UAT-HD=az-uat-hd;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,AZ-UAT-HD-ip,Microsoft.Network/publicIPAddresses,AZ-UAT-HD=az-uat-hd;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HD_group,AZ-UAT-HD_group-vnet,Microsoft.Network/virtualNetworks,AZ-UAT-HD=az-uat-hd;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HDP_group,AZ-UAT-HDP_OsDisk_1_836cc60abb3345cb8cad4bb7c2aa356f,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HDP_group,AZ-UAT-HDP,Microsoft.Compute/virtualMachines,Owner=Irfan Ejaz;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HDP_group,AZ-UAT-HDP/enablevmaccess,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HDP_group,AZ-UAT-HDP/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HDP_group,az-uat-hdp407,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HDP_group,AZ-UAT-HDP-nsg,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,AZ-UAT-HDP_group,AZ-UAT-HDP-ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,cloud-shell-storage-eastus,cs21003200040dfedbf,Microsoft.Storage/storageAccounts,ms-resource-usage=azure-cloud-shell;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,cloud-shell-storage-eastus,cs210032000cc515e14,Microsoft.Storage/storageAccounts,ms-resource-usage=azure-cloud-shell;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADC01,VSI-AZ-PRD-DC01_disk1_7c3548c3c2b343b59891ff930a746596,Microsoft.Compute/disks,Application=Domain Controller;Enviornment=Prod;ManagedBy=Visionet Support;Owner=Visionet Support;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADC01,VSI-AZ-PRD-DC01,Microsoft.Compute/virtualMachines,Application=Domain Controller;Enviornment=Prod;ManagedBy=Visionet Support;Owner=Visionet Support;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADC01,VSI-AZ-PRD-DC01/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADC01,vsi-az-prd-dc01564_z1,Microsoft.Network/networkInterfaces,Application=Domain Controller;Enviornment=Prod;ManagedBy=Visionet Support;Owner=Visionet Support;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADC01,VAZ-PRD-ADC01-nsg,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADFS,vaz-prd-adfs_DataDisk_0,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADFS,vaz-prd-adfs_OsDisk_1_d600c286b2a64fd19764a0d18799258a,Microsoft.Compute/disks,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADFS,vaz-prd-adfs,Microsoft.Compute/virtualMachines,Owner=Irfan Ejaz;
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADFS,vaz-prd-adfs/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADFS,vaz-prd-adfs964,Microsoft.Network/networkInterfaces,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADFS,vaz-prd-adfs-nsg,Microsoft.Network/networkSecurityGroups,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,VAZ-PRD-ADFS,vaz-prd-adfs-ip,Microsoft.Network/publicIPAddresses,
Pay-As-You-Go,561c5e92-2242-43e2-9ba2-adf418590a19,RG-Social-Commercep-Platform,USEast-SCP-001_disk1_dfefd15c97a04a4ca02837c87702ece9,Microsoft.Compute/disks,Cretaed On=05/05/2021;Owner =Syed Atir Mohiuddin;
